pmid,first_affiliation_short,country,region
37455275,"Section of Oakland Pediatric Radiology, UCSF Department of Radiology and Biomedical Imaging, Department of Diagnostic Imaging, UCSF Benioff Children's Hospital Oakland, 747 52nd St, Oakland, CA, 94609",USA,North America
36763858,Department of Dermatology and.,,Unknown
37532460,"International Centre for Eye Health, Faculty of Infectious and Tropical Diseases, London School of Hygiene & Tropical Medicine, London, UK charles.cleland@lshtm.ac.uk.",United Kingdom,Western Europe
39823203,"From the Division of Urogynecology, Walter Reed National Military Medical Center, Bethesda, MD.",USA,North America
36791068,"Department of Dermatology and Venereology, Medical University of Graz, Graz, Austria.",Austria,Western Europe
39633335,"Department of Oral and Craniofacial Health Sciences, College of Dental Medicine, University of Sharjah, Sharjah, United Arab Emirates.",UAE,Middle East / North Africa
37327676,"GSK.AI, London, UK. Electronic address: markus.x.trengove@gsk.com.",United Kingdom,Western Europe
39231527,"Departmento de Investigación e Innovación, Institut Guttmann, Institut Universitari de Neurorehabilitació adscrit a la UAB, Badalona, Barcelona, Spain.",Spain,Western Europe
39616269,"Mass General Brigham, Somerville, MA, USA. ads006@mail.harvard.edu.",USA,North America
38353523,"Department of Neurological Surgery, Zucker School of Medicine at Hofstra/Northwell, Hempstead , New York , USA.",USA,North America
37158147,,,Unknown
41266752,"University of Rochester, Rochester, NY, USA.",USA,North America
39914676,"Glickman Urological and Kidney Institute, Cleveland, OH. Electronic address: abdallah@uchc.edu.",USA,North America
37975920,"Maimónides Biomedical Research Institute of Córdoba (IMIBIC), Córdoba, Spain. eeliascabot@gmail.com.",Spain,Western Europe
39472608,"Department of Radiation Oncology, University Medical Center Freiburg, Faculty of Medicine, University of Freiburg, Freiburg, Germany. sophia.buerkle@uniklinik-freiburg.de.",Germany,Western Europe
37071282,"Department of Business Administration, Institute of Graduate Studies, Yalova University, Yalova, Turkey. www.osmannuritekinay@gmail.com.",Turkey,Middle East / North Africa
41048886,"Medical Data Analytics Centre, The Chinese University of Hong Kong, Hong Kong SAR, China.",Hong Kong,East Asia
38353558,"Department of Neurological Surgery, University of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, USA.",USA,North America
34407234,"Victorian Melanoma Service, Alfred Hospital, Melbourne, Victoria, Australia.",Australia,Latin America / Oceania
34908492,,,Unknown
38094579,"Department of Neurology, Xiangya Hospital, Central South University, Changsha, 410008 China.",China,East Asia
39681627,"Clinical Psychology Department, PFH University of Applied Sciences, Göttingen, Germany.",Germany,Western Europe
41269747,"Dongzhimen Hospital, Beijing University of Chinese Medicine, Beijing, null, China.",China,East Asia
37500751,"Dr. Rajendra Prasad Centre for Ophthalmic Sciences, All India Institute of Medical Sciences, Ansari Nagar, New Delhi, 110029, India.",India,South/Southeast Asia
37991819,"Department of Medical Administration, West China Hospital, Sichuan University, Chengdu, China.",China,East Asia
36153437,"Clinic of Orthodontics and Pediatric Dentistry, Center of Dental Medicine, University of Zurich, Zurich, Switzerland. Raphael.patcas@zzm.uzh.ch.",Switzerland,Western Europe
41316503,"Dr Hulusi Alataş Elmadağ State Hospital, Ankara, Turkey. ozlembicer90@gmail.com.",Turkey,Middle East / North Africa
33006905,"British Columbia Centre on Substance Use, Vancouver, BC, Canada.",Canada,North America
40023965,"Sir HN Reliance Foundation Hospital, Girgaon, Mumbai, 400004, India; Artificial Intelligence & Data Science, Jio Institute, Navi Mumbai, 410206, India.",India,South/Southeast Asia
39008553,"Department of Cardiovascular Medicine, Mayo Clinic, Jacksonville, FL.",USA,North America
37075274,"From the Division of Plastic and Reconstructive Surgery, Mayo Clinic Florida.",USA,North America
39902536,"Department of Biotechnology, Institute of Applied Sciences & Humanities, GLA University, Mathura, 281406, India.",India,South/Southeast Asia
33909055,"Google Health, Palo Alto, California.",USA,North America
41150657,"MGH Institute for Technology Assessment, Harvard Medical School, Boston, Massachusetts, United States of America.",USA,North America
40930297,"Department of Surgery, St Louis University, St Louis, Missouri. Electronic address: joseph.platz@ssmhealth.com.",USA,North America
37902120,"Department of Urology, Institute of Medicine, University of Tsukuba, Tsukuba City, Ibaraki Prefecture, Japan.",Japan,East Asia
41418321,"Department of Orthopedics, Faculty of Medicine, Prince of Songkla University, 15 Karnchanavanich Road, Hat Yai, 90110, Thailand, 66 74451601.",Thailand,South/Southeast Asia
40957232,"Clinical Psychology, College of Education, King Khalid University, Abha, Saudi Arabia. Electronic address: wbadwe@kku.edu.sa.",Saudi Arabia,Middle East / North Africa
36426575,"School of Medicine, Queen's University, Kingston, Ontario, Canada.",Canada,North America
39050145,"Department of Clinical Pharmacy, Tergooi Medical Center, Hilversum, the Netherlands.",Netherlands,Western Europe
37984563,"Department of Internal Medicine, Cleveland Clinic, Cleveland, Ohio.",USA,North America
39147953,"Department of Radiology, University of Tokyo Hospital, Bunkyo-ku, Tokyo, Japan.",Japan,East Asia
39657965,"Monash Bioethics Centre, Monash University, Clayton, VIC, Australia.",Australia,Latin America / Oceania
39301542,"Department of Otolaryngology Head and Neck Surgery, Technical University Munich, Munich, Germany.",Germany,Western Europe
40197527,"College of Nursing, Nursing Administration and Education Department, Jouf University, Sakaka, 72388, Saudi Arabia. analrwili@ju.edu.sa.",Saudi Arabia,Middle East / North Africa
35994931,"School of Engineering Medicine, Beihang University, Beijing, 100191, China; School of Biological Science and Medical Engineering, Beihang University, Beijing, 100191, China.",China,East Asia
38458860,"Affiliate Assistant Professor, Graduate Prosthodontics, Department of Restorative Dentistry, School of Dentistry, University of Washington, Seattle, Wash.; Faculty and Director, Research and Digital D",USA,North America
40008227,"College of Pharmacy, University of Illinois Chicago, 833 South Wood Street, Chicago, IL 60612, USA.",USA,North America
37910835,,,Unknown
38510401,"Drexel University College of Medicine, Philadelphia, PA USA.",USA,North America
41038203,"Department of Radiology and Center for Global Health, University of Pennsylvania, Philadelphia, PA, USA. Electronic address: farouk.dako@pennmedicine.upenn.edu.",USA,North America
41260261,"Department of Cancer Medicine, Gustave Roussy, Villejuif, France; Faculty of Medicine, Paris-Saclay University, Kremlin Bicêtre, France; Lowe Center for Thoracic Oncology, Dana-Farber Cancer Institute",France,Western Europe
34412176,"Department of Radiology, Hospital Angeles del Pedregal, Mexico City, Mexico.",Mexico,Latin America / Oceania
41144760,"Department of Orthopedic Surgery, Balgrist University Hospital, University of Zürich, Zurich, Switzerland.",Switzerland,Western Europe
41159362,"Department of Medical Education and Informatics, Faculty of Medicine, Gazi University, Ankara, Türkiye.",Turkey,Middle East / North Africa
41721118,"School of Dental Medicine, Case Western Reserve University, 9601 Chester Ave, Cleveland, OH, 44106, USA. nolankranc@gmail.com.",USA,North America
40332649,"Department of Radiology, IRCCS San Raffaele Scientific Institute, Milan, Italy.",Italy,Western Europe
38959373,"Bursa Yüksek Ihtisas Research and Training Hospital, University of Health Sciences, Bursa, Turkey.",Turkey,Middle East / North Africa
36633614,"Department of Radiology, School of Medicine, Stanford University, 725 Welch Road, Stanford, CA, 94304, USA. wangyanran100@gmail.com.",USA,North America
39055693,"Department of Anesthesiology and Pain Medicine, Samsung Medical Center, Sungkyunkwan University School of Medicine, Seoul, Republic of Korea.",South Korea,East Asia
38597624,"Unidad de Toxicología Clínica, Hospital Clínic, Barcelona, España.",Spain,Western Europe
37983589,"Neuro Event Labs, Tampere University, Tampere, Finland.",Finland,Western Europe
40020442,"Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York, NY, USA. Electronic address: vickersa@mskcc.org.",USA,North America
41214870,"AI for Science Interdisciplinary Research Center, School of Computer Science, Northwestern Polytechnical University, No. 1 Dongxiang Road, Xi'an, 710129, China.",China,East Asia
40067913,"Department of Urology, School of Medicine, University of North Carolina, Chapel Hill, North Carolina.",USA,North America
40507308,"The Steve and Cindy Rasmussen Institute for Genomic Medicine, Nationwide Children's Hospital, Columbus, OH 43205, USA.",USA,North America
41061787,"Medical Director-Imaging AI, Staff, Section of Neuroradiology and Section of Imaging Informatics, Diagnostics Institute-Imaging, Cleveland Clinic, Cleveland, Ohio. Electronic address: shahc2@ccf.org.",USA,North America
40140500,"Department of Microbiology, Immunology & Cell Biology, West Virginia University, Morgantown, WV, 26506, USA.",USA,North America
40093670,"Department of Internal Medicine, University of Genoa, Genoa 16132, Italy.",Italy,Western Europe
38310159,"Information Technologies Group, atlanTTic, University of Vigo, Vigo, Spain.",Spain,Western Europe
37827111,"Department of Machine Learning, Mohamed bin Zayed University of Artificial Intelligence, Abu Dhabi, United Arab Emirates. Electronic address: Numan.Saeed@mbzuai.ac.ae.",UAE,Middle East / North Africa
37314698,"From the Division of Trauma, Emergency Surgery, and Surgical Critical Care (M.E.M., A.G., L.R.M., L.N., M.E.H., K.B., A.D.-G., R.S., G.V., H.M.A.K.), Massachusetts General Hospital, Boston; and Massac",USA,North America
40555578,"Department of Cardiology, Aster Hospital, Al Mankhool, Kuwait Road, Dubai, United Arab Emirates. Electronic address: dr_dash2003@yahoo.com.",UAE,Middle East / North Africa
39118469,"Uniformed Services University of the Health Sciences, Bethesda, MD, 20814, United States, 1 301-938-2212.",USA,North America
41186978,"Department of Informatics, University of Zurich, Zurich, Switzerland.",Switzerland,Western Europe
40182981,"Temerty Faculty of Medicine, University of Toronto, Toronto, Canada.",Canada,North America
38257676,"Bournemouth University, Fern Barrow, Poole BH12 3BB, UK.",United Kingdom,Western Europe
40971699,"Nursing Program Informatics, Duke University School of Nursing Durham, North Carolina.",USA,North America
41152567,"Division of Biomedical Informatics, Department of Biostatistics, Epidemiology, and Informatics, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, PA, USA. stacy.iannone@penn",USA,North America
41183656,"University of Houston-Downtown, 1 Main Street, Houston, TX 77002, United States. Electronic address: wany@uhd.edu.",USA,North America
40183181,"Department of Minimally Invasive and Robotic Urologic Surgery, Careggi University Hospital, University of Florence, Florence, Italy - marialucia.gallo@unifi.it.",Italy,Western Europe
41889311,"Ibn Haldun University, Istanbul, Turkey.",Turkey,Middle East / North Africa
34661658,"Singapore National Eye Centre, Singapore Eye Research Institute, Singapore.",Singapore,East Asia
40260428,"Department of Restorative Dentistry, National Dental Centre Singapore, Singapore, Singapore.",Singapore,East Asia
41488092,"Department of Pharmacy, First Hospital of Shanxi Medical University, The First Clinical Medical College of Shanxi Medical University, Taiyuan, Shanxi, China.",China,East Asia
40606467,"Department of Ultrasound, The Second Affiliated Hospital of Fujian Medical University, Quanzhou, China.",China,East Asia
34397469,Division of Cardiovascular Surgery.,,Unknown
40421093,"Postgraduate Affairs Department, Zhejiang Chinese Medical University, Hangzhou, Zhejiang, China.",China,East Asia
35906132,"Department of Ophthalmology and Visual Sciences, McGill University, Montreal, QC, Canada; National Institute for Health Research, Biomedical Research Centre for Ophthalmology, Moorfields Eye Hospital ",Canada,North America
40216451,"Lincoln Alexander School of Law, Toronto Metropolitan University, Toronto, Ontario, Canada s.nunnelley@torontomu.ca.",Canada,North America
38995344,"Department of Otolaryngology-Head & Neck Surgery, University of Utah School of Medicine, Salt Lake City, Utah, USA.",USA,North America
