pmid,pub_year,stance,theme(s),mechanism,specialty,region
35581039,2022,Cautious Optimism,,,Oncology,Middle East / North Africa
35581213,2022,Cautious Optimism,,,Surgery,North America
35581959,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
35584620,2022,Caution,ethics_bias|safety_clinical|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35584845,2022,Caution,safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
35585198,2022,Caution,safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Western Europe
35585603,2022,Cautious Optimism,,,Emergency Medicine / Critical Care,Western Europe
35588660,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35588764,2023,Cautious Optimism,,,Surgery,North America
35589847,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35590138,2021,Caution,ethics_bias|safety_clinical|regulation,none_or_unclear|unclear,Medical Informatics / Digital Health,Middle East / North Africa
35590153,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35592460,2022,Caution,safety_clinical|ethics_bias|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,Latin America / Oceania
35592647,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35595794,2022,Cautious Optimism,,,Ophthalmology,North America
35606655,2022,Neutral,,,Radiology / Diagnostic Imaging,North America
35607354,2022,Neutral,,,Medical Informatics / Digital Health,North America
35608227,2022,Advocacy,,,Cardiology,Western Europe
35608444,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35608629,2022,Neutral,,,Radiology / Diagnostic Imaging,Western Europe
35609005,2023,Cautious Optimism,,,Oncology,South/Southeast Asia
35609495,2022,Caution,ethics_bias|regulation|safety_clinical,misclassification|discriminative,Oncology,Western Europe
35609670,2022,Advocacy,,,Pathology / Laboratory Medicine,Western Europe
35610537,2022,Neutral,,,Medical Informatics / Digital Health,North America
35612355,2022,Cautious Optimism,,,Medical Education,North America
35618476,2022,Caution,regulation|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35619317,2022,Cautious Optimism,,,Ophthalmology,South/Southeast Asia
35622711,2024,Cautious Optimism,,,Surgery,East Asia
35623799,2022,Caution,safety_clinical,misclassification|discriminative,Dermatology,Western Europe
35626006,2022,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
35626185,2022,Cautious Optimism,,,Dentistry,Middle East / North Africa
35626333,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35626433,2022,Cautious Optimism,,,Oncology,Western Europe
35627437,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Middle East / North Africa
35628992,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35639120,2022,Cautious Optimism,,,Ophthalmology,Western Europe
35639380,2022,Cautious Optimism,,,Oncology,North America
35639667,2022,Caution,safety_clinical|regulation|hallucination,misclassification|discriminative,Cardiology,Western Europe
35639864,2022,Cautious Optimism,,,Internal Medicine / Primary Care,North America
35640917,2022,Cautious Optimism,,,Cardiology,Western Europe
35641123,2022,Caution,regulation|safety_clinical,none_or_unclear|discriminative,Medical Informatics / Digital Health,North America
35641411,2022,Cautious Optimism,,,Pediatrics,North America
35641551,2023,Cautious Optimism,,,Pediatrics,Latin America / Oceania
35641825,2022,Caution,cognitive|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35644932,2022,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
35645023,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
35651538,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35652075,2022,Cautious Optimism,,,Ophthalmology,East Asia
35652218,2022,Caution,ethics_bias,misclassification|discriminative,Oncology,North America
35653253,2022,Cautious Optimism,,,Emergency Medicine / Critical Care,Unknown
35654244,2022,Cautious Optimism,,,Oncology,North America
35654422,2022,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
35654428,2022,Alarm,ethics_bias|regulation|existential,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35654435,2022,Caution,ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35654686,2022,Cautious Optimism,,,Dentistry,East Asia
35657439,2022,Caution,safety_clinical|hallucination,misclassification|discriminative,Pediatrics,Western Europe
35657603,2022,Cautious Optimism,,,Neurology / Neuroscience,North America
35659388,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Latin America / Oceania
35659392,2022,Cautious Optimism,,,Medical Education,North America
35659393,2022,Cautious Optimism,,,Dermatology,North America
35660765,2022,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
35667899,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35671415,2022,Cautious Optimism,,,Oncology,North America
35671575,2022,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,East Asia
35672522,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35674355,2022,Cautious Optimism,,,Oncology,North America
35677770,2022,Cautious Optimism,,,Internal Medicine / Primary Care,South/Southeast Asia
35678857,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35679107,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35680613,2022,Neutral,,,Internal Medicine / Primary Care,Western Europe
35680771,2023,Cautious Optimism,,,Emergency Medicine / Critical Care,North America
35681090,2023,Cautious Optimism,,,Medical Education,North America
35681603,2022,Caution,hallucination|regulation,misclassification|discriminative,Oncology,North America
35685590,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35686813,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35687700,2022,Caution,safety_clinical,misclassification|discriminative,Oncology,Western Europe
35688332,2022,Caution,safety_clinical|cognitive,none_or_unclear|discriminative,Emergency Medicine / Critical Care,Middle East / North Africa
35688454,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35688612,2022,Caution,ethics_bias,misclassification|discriminative,Internal Medicine / Primary Care,North America
35688650,2022,Cautious Optimism,,,Oncology,East Asia
35690078,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
35691440,2022,Advocacy,,,Cardiology,East Asia
35692334,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35693591,2022,Neutral,,,Cardiology,East Asia
35694986,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Eastern Europe
35695277,2023,Advocacy,,,Cardiology,Western Europe
35695313,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35696470,2023,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
35697267,2023,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
35697759,2022,Cautious Optimism,,,Mental Health / Psychiatry,North America
35699577,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
35699578,2022,Cautious Optimism,,,Cardiology,Western Europe
35699583,2022,Advocacy,,,Medical Informatics / Digital Health,North America
35700021,2022,Neutral,,,Ophthalmology,East Asia
35700654,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Middle East / North Africa
35703218,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Unknown
35703413,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
35704152,2022,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
35704615,2022,Cautious Optimism,,,Ophthalmology,East Asia
35706023,2022,Cautious Optimism,,,Dentistry,East Asia
35706631,2022,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
35709113,2023,Cautious Optimism,,,Surgery,Unknown
35712105,2022,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
35712463,2022,Cautious Optimism,,,Pediatrics,Western Europe
35713389,2023,Cautious Optimism,,,Surgery,North America
35713855,2022,Cautious Optimism,,,Surgery,Western Europe
35714374,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35714523,2022,Caution,regulation|ethics_bias|safety_clinical,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,South/Southeast Asia
35715623,2022,Caution,safety_clinical|ethics_bias,misclassification|discriminative,Pediatrics,East Asia
35715812,2022,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,North America
35716432,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
35718232,2022,Neutral,,,Neurology / Neuroscience,Western Europe
35719121,2022,Cautious Optimism,,,Cardiology,Western Europe
35721007,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,South/Southeast Asia
35721881,2022,Cautious Optimism,,,Internal Medicine / Primary Care,East Asia
35725526,2022,Cautious Optimism,,,Surgery,North America
35727052,2022,Cautious Optimism,,,Pathology / Laboratory Medicine,East Asia
35727571,2022,Caution,regulation|safety_clinical,none_or_unclear|unclear,Nursing,South/Southeast Asia
35729171,2022,Caution,other,none_or_unclear|unclear,Multidisciplinary / Other,Western Europe
35731103,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,North America
35731260,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35737488,2022,Caution,ethics_bias|existential,none_or_unclear|unclear,Medical Informatics / Digital Health,Unknown
35737491,2022,Alarm,ethics_bias|safety_clinical,none_or_unclear|unclear,Medical Informatics / Digital Health,Unknown
35737637,2023,Cautious Optimism,,,Medical Informatics / Digital Health,Unknown
35738008,2022,Caution,safety_clinical|regulation,misclassification|discriminative,Mental Health / Psychiatry,North America
35740526,2022,Cautious Optimism,,,Oncology,South/Southeast Asia
35741255,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
35741276,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35746352,2022,Cautious Optimism,,,Obstetrics / Gynecology,Middle East / North Africa
35748641,2022,Cautious Optimism,,,Medical Education,Latin America / Oceania
35748900,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35749166,2022,Caution,safety_clinical|hallucination,misclassification|discriminative,Medical Informatics / Digital Health,Western Europe
35749623,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Unknown
35750402,2022,Caution,safety_clinical|regulation|replacement,misclassification|discriminative,Oncology,Western Europe
35751697,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35753935,2023,Cautious Optimism,,,Medical Education,North America
35753936,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35756938,2022,Cautious Optimism,,,Neurology / Neuroscience,East Asia
35757486,2022,Cautious Optimism,,,Dentistry,South/Southeast Asia
35761275,2022,Cautious Optimism,,,Emergency Medicine / Critical Care,Middle East / North Africa
35761764,2024,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35761840,2022,Cautious Optimism,,,Oncology,East Asia
35766831,2022,Cautious Optimism,,,Cardiology,North America
35767056,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,South/Southeast Asia
35767322,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35767938,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
35771379,2022,Cautious Optimism,,,Oncology,Western Europe
35771735,2022,Cautious Optimism,,,Oncology,East Asia
35772084,2022,Cautious Optimism,,,Ophthalmology,East Asia
35772087,2022,Cautious Optimism,,,Ophthalmology,Latin America / Oceania
35773546,2022,Cautious Optimism,,,Medical Informatics / Digital Health,Western Europe
35773557,2022,Neutral,,,Oncology,East Asia
35778456,2022,Cautious Optimism,,,Internal Medicine / Primary Care,Western Europe
35778736,2022,Caution,regulation|ethics_bias,none_or_unclear|unclear,Medical Informatics / Digital Health,Western Europe
35779089,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,East Asia
35779937,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35780054,2022,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35780627,2022,Caution,cognitive|ethics_bias,none_or_unclear|discriminative,Radiology / Diagnostic Imaging,Western Europe
35780651,2022,Neutral,,,Medical Informatics / Digital Health,North America
35781076,2022,Neutral,,,Emergency Medicine / Critical Care,North America
35781249,2022,Cautious Optimism,,,Medical Education,Western Europe
35781809,2022,Cautious Optimism,,,Medical Education,North America
35783834,2022,Cautious Optimism,,,Cardiology,East Asia
35784006,2020,Cautious Optimism,,,Medical Informatics / Digital Health,South/Southeast Asia
35786006,2022,Neutral,,,Radiology / Diagnostic Imaging,North America
35788685,2022,Cautious Optimism,,,Medical Informatics / Digital Health,North America
35789785,2022,Caution,safety_clinical|regulation,none_or_unclear|discriminative,Medical Informatics / Digital Health,East Asia
35790317,2022,Cautious Optimism,,,Cardiology,Western Europe
35790457,2022,Neutral,,,Oncology,East Asia
35792142,2022,Cautious Optimism,,,Surgery,North America
35796343,2023,Cautious Optimism,,,Radiology / Diagnostic Imaging,Western Europe
35796837,2022,Cautious Optimism,,,Surgery,Western Europe
35797036,2022,Cautious Optimism,,,Ophthalmology,North America
35797921,2022,Cautious Optimism,,,Medical Informatics / Digital Health,East Asia
35798257,2022,Cautious Optimism,,,Oncology,East Asia
35799984,2022,Cautious Optimism,,,Pathology / Laboratory Medicine,Western Europe
35801266,2022,Neutral,,,Oncology,North America
35803963,2022,Caution,hallucination|safety_clinical|regulation,misclassification|discriminative,Medical Informatics / Digital Health,Latin America / Oceania
35804156,2023,Cautious Optimism,,,Pediatrics,North America
35806859,2022,Cautious Optimism,,,Oncology,South/Southeast Asia
35807195,2022,Cautious Optimism,,,Cardiology,Eastern Europe
35808379,2022,Neutral,,,Multidisciplinary / Other,Latin America / Oceania
